,loss,acc,val_loss,val_acc,lr
0,2.570873975753784,0.33500000834465027,0.6909646987915039,0.793749988079071,0.0010000000474974513
1,0.6073145270347595,0.824999988079071,0.10053522884845734,0.9624999761581421,0.0010000000474974513
2,0.3275567591190338,0.8949999809265137,0.030387088656425476,1.0,0.0010000000474974513
3,0.15142259001731873,0.9424999952316284,0.023595230653882027,0.9937499761581421,0.0010000000474974513
4,0.15386579930782318,0.9549999833106995,0.00487819779664278,1.0,0.0010000000474974513
5,0.07193142175674438,0.9800000190734863,0.028182754293084145,0.9937499761581421,0.0010000000474974513
6,0.0742337703704834,0.9725000262260437,0.012097585014998913,0.9937499761581421,0.0010000000474974513
7,0.06621819734573364,0.9750000238418579,0.0007037509931251407,1.0,0.0010000000474974513
8,0.1325661987066269,0.9599999785423279,0.03056514821946621,0.9937499761581421,0.0010000000474974513
9,0.10912013798952103,0.9750000238418579,0.001558219431899488,1.0,0.0010000000474974513
10,0.05119700729846954,0.9900000095367432,0.0009231214644387364,1.0,0.0010000000474974513
11,0.02322881482541561,0.9925000071525574,0.00011301147605990991,1.0,0.0010000000474974513
12,0.027347760275006294,0.9900000095367432,0.0012049709912389517,1.0,0.0010000000474974513
13,0.061049796640872955,0.9900000095367432,0.00019097942276857793,1.0,0.0010000000474974513
14,0.06254365295171738,0.987500011920929,0.01663862355053425,0.9937499761581421,0.0010000000474974513
